loc,v(g),ev(g),iv(g),n,v,d,e,defects
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
25,3,1,3,57,250.36,9.55,2389.82,0
25,3,1,3,57,250.36,9.55,2389.82,0
25,3,1,3,57,250.36,9.55,2389.82,0
25,3,1,3,57,250.36,9.55,2389.82,0
25,3,1,3,57,250.36,9.55,2389.82,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
42,5,3,4,87,438.86,14.58,6400.08,0
49,5,3,4,100,516.99,14.64,7570.25,0
48,5,3,5,100,508.75,16.18,8233.66,0
42,5,3,4,89,452.78,14.21,6434.3,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
8,1,1,1,17,58.81,3.6,211.72,0
136,19,9,18,334,2004,24.07,48229.6,0
2,1,1,1,7,19.65,2.5,49.13,0
2,1,1,1,5,11.61,1.5,17.41,0
123,21,13,21,384,2312.59,35.32,81676.45,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
59,11,8,11,133,702.96,16.23,11407.1,0
91,17,10,17,204,1100.03,19.38,21323.71,0
49,5,1,5,110,550,14.78,8127.78,0
77,13,8,13,196,1070.05,19.52,20885.76,0
76,14,8,14,193,1047.27,18.07,18928.42,0
54,9,1,9,96,480,12.06,5786.67,0
57,10,1,10,119,610.38,13,7935,0
7,1,1,1,13,39,3.33,130,0
92,10,3,10,219,1248.4,19.59,24453.88,0
63,12,1,12,151,792.44,14.29,11325.25,0
48,8,1,8,113,574.88,13.65,7847.16,0
65,12,1,12,172,902.64,16.04,14479.91,0
18,4,4,3,34,141.78,8.64,1225.36,0
46,5,1,5,87,422.64,10.59,4475.06,0
7,1,1,1,13,39,3.33,130,0
43,4,1,4,64,300.83,9.43,2836.38,0
32,2,1,2,154,835.64,6.97,5824.19,0
22,2,1,2,63,288.85,5.7,1646.46,0
15,1,1,1,28,112,5,560,0
15,1,1,1,28,112,5,560,0
15,1,1,1,28,112,5,560,0
57,8,1,8,124,645.97,27.06,17479.25,0
52,7,1,7,119,610.38,26.13,15946.3,0
1,1,1,1,4,8,1.5,12,0
4,1,1,1,5,11.61,1.5,17.41,0
14,1,1,1,15,55.51,3.5,194.27,0
14,1,1,1,15,55.51,3.5,194.27,0
13,1,1,1,13,46.6,3.5,163.12,0
14,1,1,1,15,55.51,3.5,194.27,0
9,1,1,1,11,36.54,3,109.62,0
23,3,1,3,57,250.36,9.09,2276.02,0
23,3,1,3,63,276.72,10.45,2892.94,0
17,2,1,2,43,185.84,8,1486.74,0
31,5,3,4,73,350.94,10.13,3553.24,0
17,2,1,2,38,161.42,7.78,1255.5,0
8,2,1,2,14,44.38,8.75,388.32,0
5,2,1,1,8,22.46,3.75,84.22,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
12,2,1,2,15,51.89,4.38,227.03,0
3,1,1,1,1,0,0,0,0
59,7,7,6,182,1016.46,21.95,22309.61,0
53,6,4,5,131,706.39,17.25,12185.29,0
28,3,1,3,60,271.41,6.43,1744.8,0
6,1,1,1,9,27,2.5,67.5,0
62,7,7,6,158,857.35,19.44,16666.88,0
6,1,1,1,9,27,2.5,67.5,0
50,4,3,4,165,926.43,12.57,11648.46,0
131,9,7,7,275,1656.15,27.12,44908.66,0
2,1,1,1,5,11.61,1.5,17.41,0
91,9,4,8,199,1117.33,16.97,18960.71,0
4,1,1,1,5,11.61,1.5,17.41,0
49,8,3,7,95,483.31,14.67,7088.53,0
63,5,1,5,103,489.75,10.59,5185.62,0
131,9,7,7,275,1656.15,27.12,44908.66,0
21,2,1,2,36,144,9.17,1320,0
9,1,1,1,9,27,2.5,67.5,0
34,5,4,4,66,320.63,10.73,3441.39,0
6,1,1,1,9,27,2.5,67.5,0
2,1,1,1,5,11.61,1.5,17.41,0
56,7,1,5,123,603.55,12.16,7337.87,0
17,2,1,2,27,99.91,5.25,524.54,0
65,7,7,6,143,755.81,18.93,14308.91,0
29,4,1,3,56,260.06,8.64,2247.63,0
10,1,1,1,16,53.15,2.67,141.74,0
2,1,1,1,3,4.75,1,4.75,0
1,1,1,1,2,0,0,0,0
4,1,1,1,6,15.51,1.5,23.26,0
4,1,1,1,2,2,0.5,1,0
2,1,1,1,3,4.75,1,4.75,0
2,1,1,1,3,4.75,1,4.75,0
6,1,1,1,9,25.27,1.5,37.9,0
4,1,1,1,2,2,0.5,1,0
4,1,1,1,3,4.75,0.5,2.38,0
25,2,1,2,35,151.27,8.5,1285.77,0
7,1,1,1,12,36,3,108,0
2,1,1,1,3,4.75,1,4.75,0
2,1,1,1,3,4.75,1,4.75,0
72,7,5,6,156,913.85,18.94,17312.29,0
45,3,1,3,76,376.52,10.47,3942.99,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
7,1,1,1,9,27,2.5,67.5,0
1,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
41,2,1,2,149,798.28,9.93,7927.7,0
5,1,1,1,10,31.7,2.5,79.25,0
30,3,1,3,53,221.01,10.63,2348.19,0
53,5,5,3,140,754.92,15.83,11952.97,0
123,15,9,12,350,2218.95,32.61,72378.03,0
2,1,1,1,5,11.61,1.5,17.41,0
6,1,1,1,9,27,2.5,67.5,0
1,1,1,1,1,0,0,0,0
44,5,4,5,88,423.05,12.57,5316.29,0
13,1,1,1,14,46.51,2.5,116.27,0
13,1,1,1,14,46.51,2.5,116.27,0
44,5,4,5,88,423.05,12.57,5316.29,0
6,1,1,1,11,34.87,4,139.48,0
7,1,1,1,5,11.61,1.5,17.41,0
118,19,7,16,269,1614,18.98,30630.91,0
65,7,5,7,165,921.52,15,13822.78,0
129,22,16,17,344,2086.73,25.53,53276.94,0
7,1,1,1,11,34.87,4,139.48,0
44,5,4,5,88,423.05,12.57,5316.29,0
14,1,1,1,14,46.51,2.5,116.27,0
6,1,1,1,8,24,3.5,84,0
2,2,1,1,11,36.54,3.5,127.89,0
2,1,1,1,5,11.61,2,23.22,0
2,2,1,1,11,34.87,4,139.48,0
58,5,3,4,122,684.99,10.6,7260.94,0
4,1,1,1,5,11.61,1.5,17.41,0
75,10,5,9,181,982.15,17.14,16836.92,0
95,18,13,14,237,1337.59,24.75,33105.44,0
18,2,1,2,33,132,7.07,933.43,0
6,1,1,1,9,27,2.5,67.5,0
2,1,1,1,5,11.61,1.5,17.41,0
47,7,6,5,133,717.18,21.07,15107.52,0
10,1,1,1,9,27,2.5,67.5,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
27,2,1,2,54,237.19,7.88,1867.83,0
27,2,1,2,54,237.19,7.88,1867.83,0
27,2,1,2,50,216.1,7.77,1679.66,0
36,5,1,5,75,356.62,12.54,4470.44,0
38,4,4,4,69,331.71,13.85,4592.87,0
81,7,1,6,174,971.78,14.32,13914.17,0
26,2,1,2,43,179.31,8,1434.45,0
8,1,1,1,10,30,4.5,135,0
71,10,8,10,168,894.08,18.3,16361.74,0
70,10,8,10,167,888.76,16.42,14596.21,0
1,1,1,1,5,11.61,1.5,17.41,0
4,1,1,1,5,11.61,1.5,17.41,0
1,1,1,1,5,11.61,1.5,17.41,0
1,1,1,1,5,11.61,1.5,17.41,0
1,1,1,1,5,11.61,1.5,17.41,0
4,1,1,1,5,11.61,1.5,17.41,0
4,1,1,1,5,11.61,1.5,17.41,0
1,1,1,1,1,0,0,0,0
4,1,1,1,5,11.61,1.5,17.41,0
1,1,1,1,1,0,0,0,0
3,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,4,8,1.5,12,0
85,11,6,9,211,1246.35,27.33,34067.01,0
150,17,8,15,317,1894.8,35.08,66460.03,0
148,19,12,14,396,2551.41,37.49,95656.09,0
2,1,1,1,4,8,1.5,12,0
3,1,1,1,5,11.61,1.5,17.41,0
155,24,19,18,407,2535.13,31.5,79856.57,0
4,1,1,1,5,11.61,1.5,17.41,0
118,14,11,11,328,2073.59,26.55,55057.45,0
108,12,11,10,276,1636.88,21.35,34945.56,0
8,2,1,2,14,44.38,8.75,388.32,0
32,6,1,4,58,250.67,10.64,2666.24,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
10,2,1,2,15,51.89,4.38,227.03,0
3,1,1,1,1,0,0,0,0
46,2,1,2,97,505.32,7.59,3836.67,0
12,1,1,1,18,57.06,3.75,213.97,0
15,2,1,2,28,106.61,5,533.03,0
7,1,1,1,9,27,2.5,67.5,0
7,1,1,1,9,27,2.5,67.5,0
11,1,1,1,18,57.06,3.75,213.97,0
42,5,5,4,95,498.55,18.89,9417.11,0
85,6,1,6,187,1060.74,17.14,18184.17,0
11,1,1,1,18,57.06,3.75,213.97,0
4,1,1,1,9,28.53,3,85.59,0
6,1,1,1,15,53.77,3.5,188.21,0
3,1,1,1,1,0,0,0,0
10,1,1,1,16,55.35,3.6,199.26,0
10,1,1,1,16,55.35,3.6,199.26,0
19,1,1,1,18,57.06,3.75,213.97,0
78,10,1,10,168,816.14,16.5,13466.32,0
68,5,1,5,144,771.49,15.29,11794.86,0
61,8,5,8,142,760.77,18.78,14289.29,0
2,1,1,1,3,4.75,1,4.75,0
6,1,1,1,9,25.27,1.5,37.9,0
25,1,1,1,82,433.4,4.27,1848.73,0
2,1,1,1,3,4.75,1,4.75,0
2,1,1,1,3,4.75,1,4.75,0
3,1,1,1,1,0,0,0,0
3,1,1,1,2,2,0.5,1,0
3,1,1,1,1,0,0,0,0
18,2,1,2,26,106.27,6.19,657.57,0
16,2,1,2,25,100,6.43,642.86,0
4,1,1,1,6,15.51,2,31.02,0
48,5,5,4,125,665.24,18,11974.34,0
28,2,1,2,64,300.83,8.57,2578.53,0
1,1,1,1,4,8,1.5,12,0
28,2,1,2,65,305.53,8.57,2618.82,0
75,5,1,5,154,845.75,14,11840.44,0
14,1,1,1,18,57.06,3.75,213.97,0
8,1,1,1,17,58.81,3.6,211.72,0
2,1,1,1,7,19.65,2.5,49.13,0
65,7,7,5,169,943.86,19.98,18860.9,0
54,6,5,4,139,754.25,17.64,13304.98,0
13,2,1,2,29,110.41,6.67,736.09,0
18,2,1,2,35,136.74,6.86,937.65,0
5,1,1,1,11,36.54,3,109.62,0
4,1,1,1,9,28.53,3,85.59,0
4,1,1,1,9,28.53,3,85.59,0
5,1,1,1,11,36.54,3,109.62,0
12,1,1,1,34,136,6,816,0
12,1,1,1,34,136,6,816,0
46,5,5,4,109,583.97,17.27,10086.81,0
47,5,5,4,112,611.46,17.5,10700.49,0
39,4,1,4,70,350,9.92,3472.37,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
1,1,1,1,1,0,0,0,0
9,1,1,1,14,46.51,3.75,174.4,0
9,1,1,1,14,46.51,3.75,174.4,0
49,4,3,3,139,796.18,14.4,11467.22,0
1,1,1,1,5,11.61,1.5,17.41,0
1,1,1,1,5,11.61,1.5,17.41,0
19,2,1,2,41,174.17,6.75,1175.61,0
32,3,1,3,62,301.19,9.34,2814.29,0
15,2,1,2,45,194.49,8,1555.89,0
16,2,1,2,45,194.49,8,1555.89,0
9,1,1,1,27,102.8,6,616.79,0
16,1,1,1,34,144.43,5.85,844.91,0
14,1,1,1,26,106.27,5.63,597.79,0
9,1,1,1,27,102.8,6,616.79,0
6,1,1,1,5,11.61,1.5,17.41,0
17,2,1,2,53,236.35,7.92,1871.1,0
17,2,1,2,53,236.35,7.92,1871.1,0
15,2,1,2,45,194.49,8,1555.89,0
16,2,1,2,52,231.89,7.92,1835.8,0
22,2,1,2,36,144,4.67,672,0
50,4,3,3,138,794.17,13.78,10946.73,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
36,5,1,4,95,475,13.34,6337.5,0
18,1,1,1,48,207.45,8.18,1697.34,0
12,1,1,1,11,34.87,4,139.48,0
25,3,1,3,78,370.88,11,4079.69,0
13,2,1,2,32,125.02,5.69,711.05,0
5,1,1,1,4,8,1,8,0
3,1,1,1,4,8,1,8,0
4,1,1,1,3,4.75,1,4.75,0
11,1,1,1,22,85.95,5.25,451.25,0
45,7,3,7,112,579.03,14.95,8659.15,0
13,2,1,2,23,82.45,7,577.18,0
6,1,1,1,10,31.7,2.5,79.25,0
16,1,1,1,8,24,2.5,60,0
6,1,1,1,10,31.7,2.5,79.25,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
42,5,3,5,107,539.75,10,5397.5,0
2,1,1,1,5,11.61,1.5,17.41,0
135,29,13,29,519,3125.61,36.77,114916,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
61,5,1,5,167,922.43,13,11991.65,0
25,3,1,3,65,305.53,9.17,2800.68,0
12,1,1,1,35,143.06,4.55,650.93,0
44,5,3,5,99,495,13.22,6545,0
4,1,1,1,5,11.61,1.5,17.41,0
11,1,1,1,11,36.54,3,109.62,0
57,9,1,6,121,599.46,14.76,8849.14,0
39,9,7,7,137,708.28,21.6,15298.84,0
4,1,1,1,5,11.61,1.5,17.41,0
1,1,1,1,1,0,0,0,0
4,1,1,1,5,11.61,2,23.22,0
7,1,1,1,17,51,2.4,122.4,0
7,2,1,2,8,20.68,5,103.4,0
4,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
4,1,1,1,5,11.61,2,23.22,0
6,1,1,1,18,62.27,5.25,326.92,0
5,1,1,1,12,36,4.5,162,0
20,2,1,2,49,208.15,10,2081.48,0
5,1,1,1,7,19.65,2.5,49.13,0
14,1,1,1,16,44.92,2.67,119.78,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,5,11.61,1.5,17.41,0
18,1,1,1,45,203.56,8.25,1679.37,0
2,2,1,2,7,18.09,5,90.47,0
2,1,1,1,5,11.61,1.5,17.41,0
9,2,1,1,14,48.43,2.92,141.26,0
5,1,1,1,13,43.19,3,129.56,0
2,1,1,1,5,11.61,1.5,17.41,0
16,2,1,2,26,101.58,9,914.21,0
17,2,1,2,30,125.1,7.86,982.91,0
2,1,1,1,5,11.61,2,23.22,0
10,2,1,2,19,70.31,6.75,474.58,0
4,1,1,1,5,11.61,0,0,0
2,1,1,1,4,8,0,0,0
4,1,1,1,3,4.75,1,4.75,0
4,1,1,1,3,4.75,1,4.75,0
2,1,1,1,3,4.75,1,4.75,0
1,1,1,1,0,0,0,0,0
4,1,1,1,5,10,1.5,15,0
3,1,1,1,5,10,1.5,15,0
2,1,1,1,8,20.68,1,20.68,0
1,1,1,1,0,0,0,0,0
1,1,1,1,0,0,0,0,0
4,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
2,1,1,1,3,4.75,1,4.75,0
4,1,1,1,3,4.75,1,4.75,0
1,1,1,1,0,0,0,0,0
2,1,1,1,3,4.75,1,4.75,0
4,1,1,1,3,4.75,1,4.75,0
5,1,1,1,12,36,2.5,90,0
6,1,1,1,12,36,2.5,90,0
6,1,1,1,5,11.61,1.5,17.41,0
3,1,1,1,4,8,1,8,0
4,1,1,1,4,8,1,8,0
4,1,1,1,3,4.75,1,4.75,0
11,1,1,1,13,44.97,2.92,131.17,0
2,1,1,1,3,4.75,1,4.75,0
4,1,1,1,3,4.75,1,4.75,0
48,7,6,6,119,619.92,14.91,9244.97,0
3,1,1,1,4,8,1,8,0
11,1,1,1,25,97.67,3.94,384.58,0
4,1,1,1,3,4.75,1,4.75,0
5,1,1,1,7,19.65,2,39.3,0
1,1,1,1,5,11.61,1.5,17.41,0
4,1,1,1,3,4.75,1,4.75,0
4,1,1,1,4,8,1,8,0
14,1,1,1,24,91.38,1,91.38,0
10,2,1,1,56,256.76,7.2,1848.66,0
15,2,1,2,41,180.09,8.8,1584.75,0
12,2,1,2,41,182.84,9.5,1736.95,0
5,1,1,1,8,24,2.5,60,0
7,2,1,2,9,25.27,6,151.6,0
7,1,1,1,15,53.77,4.2,225.85,0
6,1,1,1,10,31.7,2.5,79.25,0
6,1,1,1,10,31.7,2.5,79.25,0
9,1,1,1,29,118.54,6.19,733.44,0
2,1,1,1,5,11.61,2,23.22,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,9,25.27,1.5,37.9,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
8,1,1,1,13,44.97,5.33,239.85,0
2,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
23,1,1,1,65,301.85,12.18,3676.11,0
2,1,1,1,4,8,1.5,12,0
6,1,1,1,9,28.53,3,85.59,0
2,1,1,1,6,15.51,2.5,38.77,0
2,1,1,1,6,15.51,2.5,38.77,0
2,1,1,1,5,11.61,2,23.22,0
2,1,1,1,5,11.61,2,23.22,0
5,1,1,1,11,28.43,4,113.74,0
6,1,1,1,9,28.53,3,85.59,0
1,1,1,1,4,8,1.5,12,0
2,2,1,1,8,24,2.5,60,0
1,1,1,1,4,8,1.5,12,0
3,3,1,2,15,53.77,6,322.65,0
3,3,1,2,16,57.36,6,344.16,0
2,1,1,1,4,8,1.5,12,0
2,2,1,2,9,27,7,189,0
2,1,1,1,4,8,1.5,12,0
13,3,3,2,21,77.71,4.8,373,0
1,1,1,1,4,8,1.5,12,0
2,2,1,2,9,27,7,189,0
3,3,3,2,14,53.3,4.5,239.86,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,4,8,1.5,12,0
13,2,1,1,21,82.04,7,574.31,0
2,1,1,1,5,11.61,1.5,17.41,0
3,1,1,1,9,23.26,2,46.53,0
2,1,1,1,5,11.61,1.5,17.41,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
1,1,1,1,1,0,0,0,0
4,1,1,1,4,8,1.5,12,0
1,1,1,1,1,0,0,0,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
2,1,1,1,8,24,3,72,0
3,1,1,1,14,44.38,4,177.52,0
28,3,3,2,119,628.96,13.75,8648.24,0
4,1,1,1,4,8,1.5,12,0
2,1,1,1,7,18.09,2,36.19,0
7,1,1,1,16,53.15,3.75,199.32,0
9,2,1,1,17,58.81,6.67,392.07,0
4,1,1,1,6,15.51,2,31.02,0
2,1,1,1,5,11.61,2,23.22,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
27,5,4,5,63,288.85,14.7,4246.13,0
2,1,1,1,5,11.61,1.5,17.41,0
1,1,1,1,5,11.61,1.5,17.41,0
5,2,1,1,17,68,4.5,306,0
5,2,1,1,17,68,4.5,306,0
5,2,1,1,17,68,4.5,306,0
5,2,1,1,17,68,4.5,306,0
5,2,1,1,17,68,4.5,306,0
5,2,1,1,17,68,4.5,306,0
4,1,1,1,5,11.61,1.5,17.41,0
4,1,1,1,5,11.61,1.5,17.41,0
1,1,1,1,5,11.61,1.5,17.41,0
35,6,3,5,125,630.55,21.37,13473.84,0
8,1,1,1,9,25.27,1.5,37.9,0
10,2,1,2,11,34.87,4,139.48,0
2,1,1,1,5,11.61,1.5,17.41,0
5,2,1,1,17,68,4.5,306,0
5,2,1,1,17,68,4.5,306,0
5,2,1,1,17,68,4.5,306,0
5,2,1,1,17,68,4.5,306,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,8,22.46,2,44.92,0
4,1,1,1,5,11.61,1.5,17.41,0
4,1,1,1,5,11.61,1.5,17.41,0
16,2,1,2,20,76.15,5.33,406.12,0
18,1,1,1,45,203.56,8.25,1679.37,0
7,1,1,1,17,58.81,2.29,134.42,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
10,2,1,2,22,78.87,4.2,331.25,0
5,1,1,1,6,15.51,2,31.02,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
13,3,1,3,23,85.11,6.4,544.7,0
27,6,1,2,64,300.83,22.4,6738.55,0
43,4,1,2,111,590.73,9.63,5688.55,0
9,1,1,1,20,76.15,4.67,355.35,0
23,1,1,1,69,331.71,5.6,1857.56,0
25,4,1,3,64,293.44,8.93,2619.98,0
4,1,1,1,5,11.61,2,23.22,0
4,1,1,1,5,11.61,2,23.22,0
4,1,1,1,8,22.46,3,67.38,0
11,1,1,1,25,100,5,500,0
4,1,1,1,5,11.61,1.5,17.41,0
74,6,5,6,155,781.88,18.79,14691.13,0
44,4,1,4,99,490.47,12.63,6195.35,0
20,1,1,1,62,291.43,5.56,1619.04,0
13,1,1,1,20,78.14,3,234.41,0
5,1,1,1,7,19.65,2,39.3,0
19,2,1,1,22,85.95,9,773.56,0
9,1,1,1,11,34.87,3.12,108.97,0
19,2,1,1,23,92,9.9,910.8,0
46,4,1,4,97,485,11.4,5529,0
68,9,8,9,191,1029.93,24.14,24862.57,0
20,1,1,1,62,291.43,5.56,1619.04,0
14,1,1,1,20,78.14,3,234.41,0
5,1,1,1,7,19.65,2,39.3,0
22,1,1,1,69,331.71,5.6,1857.56,0
16,1,1,1,22,88,3,264,0
5,1,1,1,7,19.65,2,39.3,0
41,3,1,3,92,446.93,11.61,5189.4,0
14,1,1,1,26,106.27,4.89,519.55,0
10,1,1,1,17,64.73,3,194.18,0
44,4,1,4,101,505,12,6060,0
34,2,1,2,56,245.97,11,2705.67,0
7,1,1,1,15,51.89,4.38,227.03,0
5,1,1,1,13,44.97,3,134.92,0
7,1,1,1,15,51.89,4.38,227.03,0
20,1,1,1,62,291.43,5.56,1619.04,0
9,1,1,1,20,78.14,3,234.41,0
5,1,1,1,7,19.65,2,39.3,0
74,9,7,6,177,1036.85,18.76,19447.82,0
25,3,1,2,50,226.18,10.08,2280.63,0
82,7,1,6,218,1303.05,21.63,28182.18,0
12,1,1,1,25,100,5,500,0
13,1,1,1,34,141.78,5.2,737.24,0
15,2,1,2,28,109.39,6.29,687.61,0
22,1,1,1,6,15.51,2,31.02,0
27,2,1,2,35,153.73,15,2305.97,0
34,3,1,3,67,311.14,11.54,3590.06,0
44,4,1,4,103,536.57,9.84,5279.89,0
7,1,1,1,13,44.97,3,134.92,0
8,1,1,1,15,51.89,5.25,272.43,0
102,13,10,11,304,1899.37,28.86,54815.82,0
9,1,1,1,18,68.53,4.67,319.82,0
13,2,1,2,21,75.28,7,526.99,0
40,5,1,4,81,412.08,9.55,3933.53,0
5,1,1,1,11,34.87,2,69.74,0
5,1,1,1,3,4.75,0.5,2.38,0
6,1,1,1,3,4.75,0.5,2.38,0
39,5,5,5,132,677.07,11.22,7594.91,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
1,1,1,1,0,0,0,0,0
34,1,1,1,90,465.29,4.34,2021.62,0
3,1,1,1,1,0,0,0,0
8,1,1,1,21,66.57,2.5,166.42,0
8,1,1,1,22,76.11,2.86,217.45,0
39,3,1,3,71,341.32,13.43,4585.09,0
34,3,1,3,73,339,15.23,5163.25,0
4,1,1,1,5,11.61,2,23.22,0
6,1,1,1,11,36.54,3,109.62,0
24,4,3,2,43,191.76,8,1534.04,0
6,1,1,1,9,28.53,3,85.59,0
8,1,1,1,22,81.41,4.67,379.91,0
6,1,1,1,11,36.54,2.5,91.35,0
12,1,1,1,25,100,5,500,0
4,1,1,1,5,11.61,2,23.22,0
7,1,1,1,8,24,3,72,0
4,1,1,1,6,15.51,2,31.02,0
4,1,1,1,5,11.61,2,23.22,0
4,1,1,1,6,15.51,2,31.02,0
4,1,1,1,5,11.61,2,23.22,0
4,1,1,1,5,11.61,2,23.22,0
7,1,1,1,14,50.19,3.5,175.66,0
6,1,1,1,10,31.7,3,95.1,0
6,1,1,1,14,50.19,3.5,175.66,0
6,1,1,1,10,31.7,3,95.1,0
1,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
4,1,1,1,8,22.46,3,67.38,0
1,1,1,1,4,8,1.5,12,0
9,1,1,1,18,68.53,4.67,319.82,0
26,5,4,5,70,332.84,17.45,5809.61,0
17,2,1,2,37,159.91,6,959.47,0
1,1,1,1,4,8,1.5,12,0
31,4,3,3,75,368.02,13,4784.22,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
1,1,1,1,5,11.61,2,23.22,0
1,1,1,1,4,8,1.5,12,0
